epoch,acc,loss,val_acc,val_loss
0,0.8295566505105625,0.40629858066295754,0.9074074069658915,0.23716507885191176
1,0.9162561572244015,0.2810239864100376,0.9240740736325582,0.23101033480079086
2,0.9369458128666056,0.2437080167931289,0.935185186068217,0.21979180287431788
3,0.9438423660001144,0.23316029627334894,0.9388888893304048,0.2370516543035154
4,0.9512315262127392,0.219502770988812,0.9370370374785529,0.2439736843109131
5,0.9630541871921182,0.20582978757731432,0.9518518527348836,0.2402738161661007
6,0.9521484375,0.21466465387493372,0.9462962967378122,0.2397357099586063
7,0.958250497551135,0.20473764257627738,0.9555555564385874,0.22723697446010732
8,0.9655172400286632,0.19934349267059948,0.9555555564385874,0.22101930843459236
9,0.966796875,0.19804731849581003,0.9629629629629629,0.2273277939469726
10,0.9645320206440141,0.19545315725756396,0.9611111111111111,0.2120136499404907
11,0.9686878718746822,0.19139027838441533,0.9574073884222243,0.21762690831113746
12,0.9638671875,0.19595792796462774,0.9481481481481482,0.2287218646870719
13,0.9704433488728378,0.18988745645642868,0.9611111111111111,0.23074840428652588
14,0.9699507385051896,0.18727992165264826,0.9611111119941429,0.21181986265712313
15,0.9660098513358919,0.1866236022540501,0.9518518518518518,0.22765119837390052
16,0.9694581294881887,0.18633762812379545,0.9518518518518518,0.20980997637466148
17,0.9704433506932751,0.18219538711268327,0.9629629638459948,0.21088417911971058
18,0.971428572368152,0.18126721777058588,0.9518518518518518,0.2132410534002163
19,0.9689655186507502,0.18156929861735827,0.9481481481481482,0.2306136358667303
20,0.9714285700779243,0.17675333281455957,0.9574074074074074,0.19576135564733435
21,0.969950737565609,0.17937898218925363,0.9592592592592593,0.20505125092135534
22,0.97509765625,0.17332158610224724,0.9518518518518518,0.21178723937935298
23,0.982266010322007,0.16971148011719653,0.9537037037037037,0.2118339385147448
24,0.9758620685544507,0.1703593492067506,0.9518518518518518,0.21271295547485353
25,0.9793103462369571,0.17559076877943988,0.9592592592592593,0.19394395616319443
26,0.9778325132548515,0.17041380580129295,0.9574074074074074,0.20544726484351689
27,0.9778325123152709,0.1691416859333151,0.9537037037037037,0.20169752758962137
28,0.9788177353995187,0.16565002533308978,0.9555555564385874,0.20321978275422697
29,0.9719211809153627,0.1715043750302545,0.9537037037037037,0.2072245795417715
30,0.9786282334602614,0.1684619412566748,0.9648148156978466,0.19175217869105163
31,0.9794921875,0.16227691434323788,0.9574074082904391,0.19625228808985817
32,0.9773399024174131,0.16413894276607213,0.9611111111111111,0.18896480544849678
33,0.9798029561348149,0.16237746732575553,0.9666666666666667,0.19922982829588431
34,0.9827586206896551,0.16162621782624662,0.9648148148148148,0.1949112872282664
35,0.9817733994845687,0.16152525727678402,0.9592592592592593,0.20472506008766317
36,0.97832512409229,0.16624795239547202,0.9666666666666667,0.19003710801954624
37,0.9822660085015696,0.15880368263850658,0.9648148156978466,0.1869156536128786
38,0.9765625,0.16281344275921583,0.9666666675496984,0.18528037424440738
39,0.9840954274946369,0.1564040616836036,0.9648148156978466,0.1818757399364754
40,0.9827586193390081,0.15877311131343466,0.9648148119449615,0.19367229800533364
41,0.9814453125,0.16040046140551567,0.9703703712534022,0.19437885019514295
42,0.9832512315270936,0.1568293742358391,0.9666666675496984,0.18870881376443085
43,0.9817733994845687,0.1596234449024858,0.9685185185185186,0.20591989854971568
44,0.9817734004241493,0.15541712916249711,0.9592592592592593,0.20137394103738998
45,0.9886699516784969,0.15426244345204584,0.9648148156978466,0.1848970149402265
46,0.9847290654487798,0.1515936394777204,0.9722222222222222,0.18094287249777052
