epoch,acc,loss,val_acc,val_loss
0,0.4315270935079734,1.0254521258358884,0.48703703725779496,0.884095690868519
1,0.43793103501127273,1.0150615597006136,0.4944444446652024,0.8630333763581736
2,0.4704433492839043,0.9613872515744176,0.49629629651705426,0.8346179114447699
3,0.4812807881773399,0.9467836061721953,0.500000000220758,0.8055189618357905
4,0.4729064039408867,0.951330663065605,0.5055555557763135,0.777642340571792
5,0.5107421875,0.8882860392332077,0.5129629623006892,0.7514122287432353
6,0.5014778333931721,0.9058833955543969,0.527777777115504,0.724736135094254
7,0.5167487697648298,0.8771356677774138,0.5518518518518518,0.6999606905160127
8,0.5591133004338871,0.8046618412868143,0.5703703703703704,0.6754515405054445
9,0.5511928423498544,0.8282184426045086,0.6074074074074074,0.6517749199160823
10,0.543349753489048,0.822462959477467,0.6259259250428941,0.6305164632973848
11,0.591796875,0.7722833901643753,0.6537037050282514,0.6096991773004885
12,0.5581510933208655,0.8061156576836322,0.6666666679912143,0.59099930745584
13,0.595703125,0.7624399363994598,0.6870370383615847,0.57217569704409
14,0.5901477826639937,0.7510758608432826,0.7037037041452195,0.5547325483074894
15,0.6182902587455499,0.7226260090561558,0.7351851750303198,0.5375107151490671
16,0.619140625,0.7246356457471848,0.7537037045867355,0.5214660361961082
17,0.62841796875,0.6988011971116066,0.7759259268089577,0.5068207736368533
18,0.6187872746829721,0.7114825634430227,0.7944444435614126,0.49372347284246376
19,0.6433497526375531,0.6715789845424333,0.8129629620799312,0.48204357624053956
20,0.6354679797670524,0.6749424668368448,0.8129629620799312,0.47202122741275365
21,0.6586206908883719,0.6286710005675631,0.8185185185185185,0.4627214080757565
22,0.6620689649887272,0.6525110517229352,0.8277777777777777,0.4545699296174226
23,0.650390625,0.6582121960818768,0.8314814814814815,0.44660980723522326
24,0.6794234608442599,0.6166191125958862,0.8351851851851851,0.43974680723967374
25,0.68212890625,0.6242491640150547,0.8370370361540053,0.4336932787188777
26,0.6863817099192981,0.6180590859227342,0.8388888902134366,0.4285855204970748
27,0.69970703125,0.5943055376410484,0.8351851865097328,0.4235610427679839
28,0.6669980102102041,0.6144024072655626,0.8370370383615847,0.4191430729848367
29,0.7021484375,0.5764665007591248,0.833333334657881,0.4152127480065381
30,0.7192118234235078,0.5723413214307701,0.833333334657881,0.411934690563767
31,0.7073891613871006,0.5804010495763694,0.833333334657881,0.4091499083571964
32,0.7112326044330066,0.5758176377824477,0.8370370368162791,0.4066794812679291
33,0.71044921875,0.5703054536134005,0.8370370383615847,0.4045160788076895
34,0.7073891627964715,0.5667185776339376,0.8407407491295426,0.4028082114678842
35,0.7147783243597434,0.5566988936785994,0.8481481494726958,0.40115270195183933
36,0.7275862061918663,0.5650794264130992,0.8462962993869075,0.39883269038465285
37,0.7295566496003437,0.5450428074803846,0.8425925939171403,0.39814715915256077
38,0.7236328125,0.5527713038027287,0.8425925939171403,0.39712148573663497
39,0.731034484344163,0.5417996622365097,0.8407407420652884,0.3966600881682502
40,0.7290640405833427,0.5354004717812749,0.8388888893304047,0.39668001223493504
41,0.7339901493687935,0.5233580561400635,0.8388888893304047,0.3959667940934499
42,0.7316103371426789,0.544264765311899,0.8351851856267011,0.3941908695079662
43,0.75048828125,0.5123943835496902,0.8351851856267011,0.39377624723646376
44,0.7399014766580365,0.5249916674761936,0.833333334657881,0.3936847693390316
45,0.7517241395165768,0.5024555401261804,0.833333334657881,0.393192947573132
46,0.7408867006231411,0.5214933918321074,0.8370370383615847,0.39289177899007444
47,0.7541871914135412,0.5107680309582227,0.8351851865097328,0.39253315064642164
48,0.7630541887776605,0.4947072791935775,0.8351851865097328,0.39159574861879703
49,0.7497536952272424,0.5169144892633842,0.833333334657881,0.3914177817327005
50,0.7581280790526291,0.5039802450851854,0.833333334657881,0.39060361297042284
51,0.7615763557955549,0.4920576274982227,0.833333334657881,0.3907198393786395
52,0.76416015625,0.48646984063088894,0.8314814828060292,0.39120504878185414
53,0.7624254473161034,0.4839619596009226,0.8314814828060292,0.3900686851254216
54,0.76904296875,0.4793812222778797,0.8296296287465978,0.3902680606753738
55,0.7778330042395393,0.4663904109603131,0.8296296287465978,0.38848701075271325
56,0.7694581283137129,0.4981945913413475,0.8314814805984497,0.3880473434925079
57,0.7827586199849698,0.4738341145327526,0.8296296287465978,0.38753294613626266
58,0.7847290642155802,0.47108609370997384,0.827777776894746,0.388543658124076
59,0.7568359375,0.5018748361617327,0.827777776894746,0.38756507833798726
60,0.7852882699037405,0.45461703605846193,0.8259259250428942,0.38763597232324104
61,0.78271484375,0.47196682542562485,0.8240740731910423,0.38695253818123426
62,0.7866995076240577,0.4702969106547351,0.8240740731910423,0.3864266773064931
63,0.7891625618112499,0.4659651416275889,0.8240740731910423,0.3859962851912887
64,0.7847290632759997,0.46039800021448746,0.827777776894746,0.384581991036733
65,0.7896551726486882,0.4617261388618958,0.8222222213391904,0.38556581559004605
66,0.7812807874726544,0.46785446493496446,0.8222222213391904,0.3864526989283385
67,0.7965517243728262,0.4542264264205406,0.8240740731910423,0.38485491032953617
68,0.7881773391380686,0.4433219151543866,0.8222222213391904,0.38479872036863255
69,0.7906403947346317,0.4545280783340849,0.8222222250920755,0.38421440841975035
70,0.7935960579975485,0.438303310882869,0.8222222213391904,0.38337131760738513
71,0.7866995080351242,0.46226320290213146,0.8222222213391904,0.3829043984413147
72,0.8019704439957154,0.4431073624512245,0.8222222213391904,0.3845545313976429
73,0.7958984375,0.44378052465617657,0.8222222213391904,0.38541132145457796
74,0.809642147058047,0.44230405438254417,0.8222222213391904,0.38399696703310365
75,0.8093596069683582,0.424087035479804,0.8222222213391904,0.38360489695160477
76,0.80029296875,0.443843113258481,0.8203703694873385,0.38424563341670565
77,0.7950738918017871,0.44205359105993375,0.8203703694873385,0.3832501592459502
78,0.7768472922259364,0.46133818238826807,0.8203703694873385,0.38329711269449307
79,0.8064039415326612,0.4436320033566705,0.8222222213391904,0.3825206610891554
80,0.8280788178514378,0.4066484535268962,0.827777776894746,0.3814093232154846
81,0.8128078818908466,0.43308618720529113,0.8296296309541773,0.38044999970330134
82,0.8162561568720588,0.4319940075498496,0.8296296309541773,0.3792119851818791
83,0.8059113297556422,0.42884758581668875,0.8277777791023254,0.3813543032716822
84,0.8039408882263259,0.42967894814284563,0.8277777874911273,0.38047431574927437
85,0.8177339889733075,0.41400414470381336,0.8277777791023254,0.37989436939910604
86,0.7995073883404286,0.44138742291868616,0.8259259272504735,0.38035420289746036
87,0.8064039397122238,0.43045048217468074,0.8259259272504735,0.3804414082456518
88,0.8266009853978462,0.4112083591557489,0.8296296309541773,0.3789406211287887
89,0.8073891617981671,0.4265826995443241,0.8296296309541773,0.37765938948701927
90,0.8125,0.43248124048113823,0.8296296309541773,0.37830031779077317
91,0.8226601001077097,0.4146890611484133,0.8296296309541773,0.37759205478209035
92,0.8126242576726151,0.41579573360044014,0.8259259272504735,0.37855911078276455
93,0.81591796875,0.41485682874917984,0.8259259272504735,0.38048810958862306
94,0.8200795241070552,0.42124587774395233,0.8259259272504735,0.3802569252473337
95,0.80078125,0.41889625042676926,0.8259259272504735,0.3811080859767066
96,0.8275862075425134,0.4035342020060628,0.8259259272504735,0.3795923935042487
97,0.8305418706879827,0.39386778928963423,0.8259259272504735,0.3783411765540088
98,0.8330049253449652,0.3962242100332758,0.8277777791023254,0.3769535208189929
99,0.8339901479006988,0.4027985588670364,0.8277777791023254,0.3766613187613311
