epoch,acc,loss,val_acc,val_loss
0,0.8384288743043401,0.4853119782834549,0.7854406134835605,0.5128755567174305
1,0.9008492569761418,0.38511973389141624,0.8812260538682171,0.3286737234428011
2,0.9244161353495977,0.3518097264624958,0.9291187741747304,0.24392122521254295
3,0.9424628451371648,0.3293936819913787,0.9559386973180076,0.21498812118480945
4,0.9566878981397916,0.3094399008654738,0.9252873558650985,0.28864547347657066
5,0.9588110397575768,0.3040816684690504,0.980842911420654,0.2310619309715841
6,0.9615711246579569,0.2969583682573525,0.9348659006115121,0.2820016447154955
7,0.9641188960166494,0.28951131886231163,0.9674329497348303,0.2521633883774052
8,0.9670912951673925,0.28302006842983757,0.9367816091954023,0.2959548367394341
9,0.9717622081185602,0.2789241411756811,0.9386973180076629,0.3045570209793661
10,0.9732484070358762,0.26974994446568173,0.975095785440613,0.26779934809582445
11,0.9738853496857256,0.27054405672408466,0.9789272030651341,0.2850342422038659
12,0.9753715492610971,0.2698227520834362,0.9808429118773946,0.2848459560980742
13,0.9709129505856022,0.27480764964836674,0.975095785440613,0.29994537889729056
